6239,PRJEB28388_chrIII_pilon.g6723,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6724,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6725,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6726,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6727,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6728,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6729,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6730,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6731,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6732,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6733,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6734,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6735,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6736,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6737,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6738,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6739,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6740,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6741,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6742,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6743,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6744,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6745,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6746,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6747,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6748,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6749,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6750,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6751,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6752,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6753,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6754,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6755,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6756,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6757,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6758,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6759,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6760,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6761,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6762,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6763,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6764,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6765,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6766,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6767,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6768,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6769,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6770,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6771,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6772,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6773,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6774,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6775,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6776,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6777,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6778,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6779,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6780,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6781,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6782,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6783,,,Live,gene
